canonical,name,region,type,population
"Fairview Park, Ohio, United States",Fairview Park,Ohio,City,16407
"Laguna Woods, California, United States",Laguna Woods,California,City,16406
"Mount Clemens, Michigan, United States",Mount Clemens,Michigan,City,16400
"Cañon City, Colorado, United States",Cañon City,Colorado,City,16400
"Saint Michael, Minnesota, United States",Saint Michael,Minnesota,City,16399
"South River, New Jersey, United States",South River,New Jersey,City,16399
"Fort Thomas, Kentucky, United States",Fort Thomas,Kentucky,City,16398
"Sunset, Florida, United States",Sunset,Florida,City,16389
"Prospect Heights, Illinois, United States",Prospect Heights,Illinois,City,16386
"Griffith, Indiana, United States",Griffith,Indiana,City,16378
"Estelle, Louisiana, United States",Estelle,Louisiana,City,16377
"Schofield Barracks, Hawaii, United States",Schofield Barracks,Hawaii,City,16370
"Bon Air, Virginia, United States",Bon Air,Virginia,City,16366
"Oconomowoc, Wisconsin, United States",Oconomowoc,Wisconsin,City,16360
"Hough, Ohio, United States",Hough,Ohio,City,16359
"Vero Beach, Florida, United States",Vero Beach,Florida,City,16358
"Sunnyside, Washington, United States",Sunnyside,Washington,City,16325
"Lebanon, Oregon, United States",Lebanon,Oregon,City,16324
"Bayshore Gardens, Florida, United States",Bayshore Gardens,Florida,City,16323
"Streetsboro, Ohio, United States",Streetsboro,Ohio,City,16312
"Calhoun, Georgia, United States",Calhoun,Georgia,City,16309
"Fishtown, Pennsylvania, United States",Fishtown,Pennsylvania,City,16307
"Morton, Illinois, United States",Morton,Illinois,City,16306
"Menomonie, Wisconsin, United States",Menomonie,Wisconsin,City,16305
"Truckee, California, United States",Truckee,California,City,16299
"Fremont, Ohio, United States",Fremont,Ohio,City,16297
"Buckhall, Virginia, United States",Buckhall,Virginia,City,16293
"Gainesville, Texas, United States",Gainesville,Texas,City,16292
"Aberdeen, Washington, United States",Aberdeen,Washington,City,16276
"Baychester, New York, United States",Baychester,New York,City,16274
"Hopatcong Hills, New Jersey, United States",Hopatcong Hills,New Jersey,City,16267
"Waterville, Maine, United States",Waterville,Maine,City,16261
"Oroville, California, United States",Oroville,California,City,16260
"Roosevelt, New York, United States",Roosevelt,New York,City,16258
"Laconia, New Hampshire, United States",Laconia,New Hampshire,City,16227
"Bellmore, New York, United States",Bellmore,New York,City,16218
"Nuuanu - Punchbowl, Hawaii, United States",Nuuanu - Punchbowl,Hawaii,City,16205
"Hibbing, Minnesota, United States",Hibbing,Minnesota,City,16204
"Sudley, Virginia, United States",Sudley,Virginia,City,16203
"Dublin, Georgia, United States",Dublin,Georgia,City,16197
"Kuliouou - Kalani Iki, Hawaii, United States",Kuliouou - Kalani Iki,Hawaii,City,16195
"Coos Bay, Oregon, United States",Coos Bay,Oregon,City,16182
"Hope Mills, North Carolina, United States",Hope Mills,North Carolina,City,16163
"Cimarron Hills, Colorado, United States",Cimarron Hills,Colorado,City,16161
"Katy, Texas, United States",Katy,Texas,City,16158
"Brunswick, Georgia, United States",Brunswick,Georgia,City,16157
"Clarksburg, West Virginia, United States",Clarksburg,West Virginia,City,16152
"Jollyville, Texas, United States",Jollyville,Texas,City,16151
"Highland Village, Texas, United States",Highland Village,Texas,City,16149
"Ocean Acres, New Jersey, United States",Ocean Acres,New Jersey,City,16142
"Wolf Trap, Virginia, United States",Wolf Trap,Virginia,City,16131
"Madison, New Jersey, United States",Madison,New Jersey,City,16126
"Portland, Texas, United States",Portland,Texas,City,16116
"Midway, Florida, United States",Midway,Florida,City,16115
"Sulphur Springs, Texas, United States",Sulphur Springs,Texas,City,16098
"Maryland City, Maryland, United States",Maryland City,Maryland,City,16093
"Siloam Springs, Arkansas, United States",Siloam Springs,Arkansas,City,16081
"Ham Lake, Minnesota, United States",Ham Lake,Minnesota,City,16062
"West Columbia, South Carolina, United States",West Columbia,South Carolina,City,16060
"Frankfort, Indiana, United States",Frankfort,Indiana,City,16060
"Mount Pleasant, Texas, United States",Mount Pleasant,Texas,City,16051
"Dyer, Indiana, United States",Dyer,Indiana,City,16051
"Rye, New York, United States",Rye,New York,City,16046
"Fort Hunt, Virginia, United States",Fort Hunt,Virginia,City,16045
"Americus, Georgia, United States",Americus,Georgia,City,16028
"Hermitage, Pennsylvania, United States",Hermitage,Pennsylvania,City,16028
"Buffalo, Minnesota, United States",Buffalo,Minnesota,City,16026
"Crawfordsville, Indiana, United States",Crawfordsville,Indiana,City,16024
"Lake Mary, Florida, United States",Lake Mary,Florida,City,16021
"Republic, Missouri, United States",Republic,Missouri,City,16005
"Albemarle, North Carolina, United States",Albemarle,North Carolina,City,16003
"Cherry Hill, Virginia, United States",Cherry Hill,Virginia,City,16000
"El Camino Real, California, United States",El Camino Real,California,City,15999
"Country Walk, Florida, United States",Country Walk,Florida,City,15997
"Riverdale, Georgia, United States",Riverdale,Georgia,City,15989
"Abington, Massachusetts, United States",Abington,Massachusetts,City,15985
"Floral Park, New York, United States",Floral Park,New York,City,15969
"Prosper, Texas, United States",Prosper,Texas,City,15967
"Walnut Park, California, United States",Walnut Park,California,City,15966
"Pecan Grove, Texas, United States",Pecan Grove,Texas,City,15963
"Overland, Missouri, United States",Overland,Missouri,City,15959
"Grandville, Michigan, United States",Grandville,Michigan,City,15953
"Four Corners, Oregon, United States",Four Corners,Oregon,City,15947
"Sunland Park, New Mexico, United States",Sunland Park,New Mexico,City,15940
"North Liberty, Iowa, United States",North Liberty,Iowa,City,15931
"Burlington, Kentucky, United States",Burlington,Kentucky,City,15926
"Parole, Maryland, United States",Parole,Maryland,City,15922
"Vincent, California, United States",Vincent,California,City,15922
"Southchase, Florida, United States",Southchase,Florida,City,15921
"Ukiah, California, United States",Ukiah,California,City,15917
"La Marque, Texas, United States",La Marque,Texas,City,15908
"North Arlington, New Jersey, United States",North Arlington,New Jersey,City,15904
"La Palma, California, United States",La Palma,California,City,15904
"Seagoville, Texas, United States",Seagoville,Texas,City,15894
"Lebanon, Indiana, United States",Lebanon,Indiana,City,15892
"Clayton, Missouri, United States",Clayton,Missouri,City,15884
"Pearl River, New York, United States",Pearl River,New York,City,15876
"Conyers, Georgia, United States",Conyers,Georgia,City,15875
"Myrtle Grove, Florida, United States",Myrtle Grove,Florida,City,15870
"Aldine, Texas, United States",Aldine,Texas,City,15869
"Narragansett, Rhode Island, United States",Narragansett,Rhode Island,City,15868
"Kaukauna, Wisconsin, United States",Kaukauna,Wisconsin,City,15854
"Port Washington, New York, United States",Port Washington,New York,City,15846
"New Port Richey, Florida, United States",New Port Richey,Florida,City,15842
"Aurora, Ohio, United States",Aurora,Ohio,City,15838
"Adams Morgan, District of Columbia, United States",Adams Morgan,District of Columbia,City,15830
"Rutland, Vermont, United States",Rutland,Vermont,City,15824
"Asbury Park, New Jersey, United States",Asbury Park,New Jersey,City,15818
"Lutherville-Timonium, Maryland, United States",Lutherville-Timonium,Maryland,City,15814
"UC Irvine, California, United States",UC Irvine,California,City,15807
"Ashland, Massachusetts, United States",Ashland,Massachusetts,City,15802
"Hybla Valley, Virginia, United States",Hybla Valley,Virginia,City,15801
"Longmeadow, Massachusetts, United States",Longmeadow,Massachusetts,City,15784
"Elkton, Maryland, United States",Elkton,Maryland,City,15782
"Strawberry Mansion, Pennsylvania, United States",Strawberry Mansion,Pennsylvania,City,15778
"Grosse Pointe Woods, Michigan, United States",Grosse Pointe Woods,Michigan,City,15762
"Alton, Texas, United States",Alton,Texas,City,15760
"Pinehurst, North Carolina, United States",Pinehurst,North Carolina,City,15752
"Groves, Texas, United States",Groves,Texas,City,15750
"West University Place, Texas, United States",West University Place,Texas,City,15741
"Orient Heights, Massachusetts, United States",Orient Heights,Massachusetts,City,15741
"Wilkinsburg, Pennsylvania, United States",Wilkinsburg,Pennsylvania,City,15731
"Manassas Park, Virginia, United States",Manassas Park,Virginia,City,15726
"Willow Grove, Pennsylvania, United States",Willow Grove,Pennsylvania,City,15726
"Gatesville, Texas, United States",Gatesville,Texas,City,15724
"Avon Center, Ohio, United States",Avon Center,Ohio,City,15724
"La Grange, Illinois, United States",La Grange,Illinois,City,15723
"Great Bend, Kansas, United States",Great Bend,Kansas,City,15717
"Shively, Kentucky, United States",Shively,Kentucky,City,15713
"Highland Springs, Virginia, United States",Highland Springs,Virginia,City,15711
"Hueytown, Alabama, United States",Hueytown,Alabama,City,15710
"Talladega, Alabama, United States",Talladega,Alabama,City,15709
"New Haven, Indiana, United States",New Haven,Indiana,City,15709
"Mill Creek East, Washington, United States",Mill Creek East,Washington,City,15709
"Koolauloa, Hawaii, United States",Koolauloa,Hawaii,City,15697
"Middleburg Heights, Ohio, United States",Middleburg Heights,Ohio,City,15696
"Pacific Grove, California, United States",Pacific Grove,California,City,15674
"Mitchell, South Dakota, United States",Mitchell,South Dakota,City,15669
"Humble, Texas, United States",Humble,Texas,City,15665
"Greenwood Village, Colorado, United States",Greenwood Village,Colorado,City,15663
"Bryn Mawr-Skyway, Washington, United States",Bryn Mawr-Skyway,Washington,City,15645
"Bradley, Illinois, United States",Bradley,Illinois,City,15617
"McKinley Park, Illinois, United States",McKinley Park,Illinois,City,15612
"Elkridge, Maryland, United States",Elkridge,Maryland,City,15593
"Aberdeen, Maryland, United States",Aberdeen,Maryland,City,15580
"North Myrtle Beach, South Carolina, United States",North Myrtle Beach,South Carolina,City,15579
"Williamstown, New Jersey, United States",Williamstown,New Jersey,City,15567
"Long Beach, Mississippi, United States",Long Beach,Mississippi,City,15555
"Otsego, Minnesota, United States",Otsego,Minnesota,City,15551
"Boulder City, Nevada, United States",Boulder City,Nevada,City,15551
"Fillmore, California, United States",Fillmore,California,City,15548
"Lake Wales, Florida, United States",Lake Wales,Florida,City,15541
"Alum Rock, California, United States",Alum Rock,California,City,15536
"Addison, Texas, United States",Addison,Texas,City,15518
"East Riverdale, Maryland, United States",East Riverdale,Maryland,City,15509
"Laurinburg, North Carolina, United States",Laurinburg,North Carolina,City,15507
"Hernando, Mississippi, United States",Hernando,Mississippi,City,15503
"Hurricane, Utah, United States",Hurricane,Utah,City,15501
"Plainfield, Connecticut, United States",Plainfield,Connecticut,City,15498
"Hanover, Pennsylvania, United States",Hanover,Pennsylvania,City,15496
"Lithia Springs, Georgia, United States",Lithia Springs,Georgia,City,15491
"Farmingville, New York, United States",Farmingville,New York,City,15481
"Mastic, New York, United States",Mastic,New York,City,15481
"Setauket-East Setauket, New York, United States",Setauket-East Setauket,New York,City,15477
"Harrison, New Jersey, United States",Harrison,New Jersey,City,15474
"Martha Lake, Washington, United States",Martha Lake,Washington,City,15473
"Port Richmond, New York, United States",Port Richmond,New York,City,15470
"Indianola, Iowa, United States",Indianola,Iowa,City,15467
"Perry, Georgia, United States",Perry,Georgia,City,15457
"Atwater Village, California, United States",Atwater Village,California,City,15455
"Jasper, Indiana, United States",Jasper,Indiana,City,15451
"Winder, Georgia, United States",Winder,Georgia,City,15447
"Clive, Iowa, United States",Clive,Iowa,City,15447
"Clemson, South Carolina, United States",Clemson,South Carolina,City,15446
"Greenwood, Mississippi, United States",Greenwood,Mississippi,City,15431
"Tavares, Florida, United States",Tavares,Florida,City,15430
"Great Falls, Virginia, United States",Great Falls,Virginia,City,15427
"Jamestown, North Dakota, United States",Jamestown,North Dakota,City,15422
"Terrace Heights, New York, United States",Terrace Heights,New York,City,15421
"Emerson Hill, New York, United States",Emerson Hill,New York,City,15412
"Avocado Heights, California, United States",Avocado Heights,California,City,15411
"Eden, North Carolina, United States",Eden,North Carolina,City,15403
"Bay Village, Ohio, United States",Bay Village,Ohio,City,15402
"Lake Butler, Florida, United States",Lake Butler,Florida,City,15400
"Makakilo City, Hawaii, United States",Makakilo City,Hawaii,City,15383
"Westbury, New York, United States",Westbury,New York,City,15379
"Bostonia, California, United States",Bostonia,California,City,15379
"Iona, Florida, United States",Iona,Florida,City,15369
"Dickson, Tennessee, United States",Dickson,Tennessee,City,15359
"Newport, Kentucky, United States",Newport,Kentucky,City,15354
"Cullman, Alabama, United States",Cullman,Alabama,City,15350
"Live Oak, Texas, United States",Live Oak,Texas,City,15346
"Roanoke Rapids, North Carolina, United States",Roanoke Rapids,North Carolina,City,15345
"Payson, Arizona, United States",Payson,Arizona,City,15345
"Storrs, Connecticut, United States",Storrs,Connecticut,City,15344
"The Dalles, Oregon, United States",The Dalles,Oregon,City,15340
"Los Lunas, New Mexico, United States",Los Lunas,New Mexico,City,15336
"Dixon, Illinois, United States",Dixon,Illinois,City,15319
"Bellevue, Wisconsin, United States",Bellevue,Wisconsin,City,15317
"Sunland, California, United States",Sunland,California,City,15316
"Millbrook, Alabama, United States",Millbrook,Alabama,City,15314
"Brownsville, Florida, United States",Brownsville,Florida,City,15313
"Wailuku, Hawaii, United States",Wailuku,Hawaii,City,15313
"Warren Township, New Jersey, United States",Warren Township,New Jersey,City,15311
"Seaford, New York, United States",Seaford,New York,City,15294
